player_id,birth_date
8466398,1979-01-24
8467096,1976-07-12
8467329,1980-04-21
8467330,1980-08-17
8467331,1979-11-06
8467332,1980-08-21
8467334,1980-05-18
8467336,1980-01-13
8467338,1979-11-21
8467344,1980-04-19
8467346,1980-02-29
8467351,1979-12-23
8467353,1980-02-18
8467361,1980-02-16
8467365,1980-06-26
8467370,1980-06-05
8467371,1980-02-10
8467389,1980-05-02
8467393,1975-08-23
8467396,1978-11-06
8467400,1980-06-04
8467407,1979-01-18
8467412,1980-04-09
8467423,1978-09-17
8467439,1974-02-11
8467452,1978-12-30
8467463,1976-12-23
8467493,1979-06-18
8467496,1978-12-20
8467514,1978-07-20
8467519,1974-07-09
8467543,1978-10-27
8467545,1980-03-31
8467831,1976-05-03
8467844,1973-09-02
8467856,1973-09-28
8467875,1980-09-26
8467876,1980-09-26
8467878,1981-05-07
8467881,1981-08-19
8467890,1981-03-05
8467899,1981-04-19
8467917,1980-08-03
8467943,1979-12-05
8467967,1980-11-11
8467988,1979-12-01
8468001,1981-06-11
8468064,1981-08-29
8468085,1981-06-13
8468095,1979-12-29
8468101,1976-08-31
8468114,1980-03-12
8468162,1979-02-04
8468172,1979-01-18
8468208,1980-12-02
8468213,1980-02-21
8468224,1980-04-10
8468309,1977-12-11
8468434,1977-08-25
8468463,1976-11-26
8468478,1978-05-02
8468482,1981-01-21
8468483,1982-02-14
8468484,1982-03-21
8468485,1981-10-08
8468486,1982-04-18
8468493,1981-03-24
8468498,1980-09-26
8468500,1982-06-19
8468501,1982-02-25
8468504,1982-04-17
8468505,1982-08-19
8468508,1981-10-04
8468509,1981-01-12
8468513,1982-08-25
8468515,1981-03-01
8468518,1982-02-05
8468520,1981-11-24
8468535,1982-07-20
8468542,1981-03-05
8468577,1975-02-20
8468598,1976-08-11
8468611,1981-06-17
8468635,1982-04-06
8468636,1980-06-05
8468639,1980-11-25
8468674,1982-04-03
8468695,1982-03-18
8468700,1982-02-03
8468704,1980-07-03
8468887,1982-07-10
8468927,1979-12-21
8469454,1983-04-15
8469455,1983-06-13
8469457,1983-04-03
8469459,1983-03-12
8469462,1983-02-16
8469464,1983-05-06
8469465,1982-12-13
8469466,1983-08-13
8469467,1982-04-17
8469469,1982-05-03
8469470,1983-01-27
8469473,1983-08-24
8469474,1982-11-23
8469476,1983-01-29
8469480,1983-09-01
8469483,1982-03-15
8469485,1983-05-04
8469492,1983-07-19
8469500,1982-06-08
8469501,1983-06-03
8469506,1982-11-30
8469508,1983-03-02
8469521,1982-10-31
8469531,1982-11-03
8469544,1981-12-27
8469547,1983-02-02
8469555,1982-07-06
8469581,1983-05-16
8469591,1983-04-18
8469598,1981-06-16
8469619,1981-07-18
8469622,1982-09-30
8469623,1977-02-03
8469638,1983-04-01
8469639,1983-06-23
8469664,1981-12-28
8469665,1981-10-01
8469684,1983-06-07
8469707,1983-03-24
8469759,1980-05-09
8469760,1982-12-23
8469770,1983-03-20
8469779,1978-11-06
8469812,1982-03-27
8469820,1981-01-02
8469992,1980-10-03
8470018,1981-08-31
8470041,1984-06-16
8470047,1984-03-20
8470063,1983-01-06
8470104,1983-01-10
8470105,1983-10-07
8470110,1983-10-09
8470120,1984-03-03
8470121,1983-05-13
8470151,1983-09-27
8470153,1984-04-27
8470156,1983-04-03
8470159,1983-10-19
8470162,1983-12-19
8470169,1983-12-17
8470176,1984-02-08
8470180,1983-02-14
8470187,1984-01-19
8470207,1983-09-23
8470222,1984-02-21
8470230,1984-04-15
8470257,1984-03-01
8470273,1984-06-04
8470274,1983-06-02
8470280,1984-01-22
8470281,1983-07-16
8470283,1984-03-10
8470289,1982-12-09
8470299,1983-12-17
8470302,1983-06-22
8470317,1982-12-10
8470318,1984-03-02
8470324,1984-08-14
8470329,1984-07-09
8470358,1981-04-11
8470378,1984-01-06
8470543,1979-09-26
8470595,1984-10-29
8470596,1985-05-29
8470598,1984-01-19
8470599,1984-12-07
8470600,1985-01-21
8470601,1985-02-27
8470602,1985-04-10
8470603,1985-02-03
8470604,1985-01-01
8470606,1984-11-04
8470607,1985-04-20
8470609,1985-03-31
8470610,1984-07-28
8470612,1985-05-10
8470613,1985-03-09
8470614,1984-04-27
8470616,1984-08-31
8470617,1985-02-11
8470618,1985-01-05
8470619,1984-12-18
8470620,1984-04-13
8470621,1985-05-16
8470622,1984-05-01
8470626,1985-07-17
8470630,1984-12-13
8470638,1985-07-24
8470640,1984-09-25
8470642,1985-08-14
8470644,1984-09-30
8470647,1985-07-10
8470654,1985-03-29
8470655,1984-05-01
8470662,1985-01-28
8470666,1985-01-28
8470667,1985-04-06
8470672,1984-07-19
8470699,1978-06-18
8470714,1984-01-05
8470724,1985-08-12
8470740,1983-02-04
8470750,1985-01-22
8470755,1985-02-04
8470760,1985-06-21
8470775,1984-10-05
8470778,1984-02-17
8470794,1984-07-11
8470803,1984-05-25
8470828,1984-11-05
8470834,1985-03-27
8470839,1983-08-09
8470852,1983-11-01
8470854,1983-11-29
8470871,1984-05-29
8470877,1984-08-10
8470886,1985-02-19
8470920,1984-03-31
8470966,1983-10-03
8470986,1984-07-07
8471185,1982-12-28
8471208,1982-09-28
8471214,1985-09-17
8471215,1986-07-31
8471217,1985-12-12
8471218,1986-08-31
8471220,1985-10-10
8471222,1986-02-01
8471226,1985-10-30
8471232,1986-07-28
8471233,1985-05-13
8471234,1986-02-24
8471236,1985-10-13
8471238,1986-07-01
8471240,1986-02-25
8471242,1985-10-12
8471245,1986-06-05
8471254,1986-03-09
8471260,1986-02-18
8471266,1984-11-24
8471269,1985-01-22
8471273,1986-04-29
8471274,1985-07-30
8471279,1984-10-17
8471280,1985-12-24
8471283,1984-03-16
8471284,1986-06-08
8471299,1986-04-16
8471303,1986-04-21
8471309,1979-12-23
8471311,1986-07-15
8471314,1984-09-24
8471323,1984-06-14
8471324,1986-01-27
8471331,1986-03-12
8471339,1985-03-21
8471346,1986-05-13
8471352,1985-03-04
8471362,1984-01-31
8471371,1985-06-24
8471388,1986-06-08
8471390,1985-12-14
8471392,1986-04-28
8471426,1985-08-17
8471436,1985-05-21
8471450,1985-04-25
8471476,1985-03-06
8471498,1986-03-15
8471504,1981-12-10
8471514,1982-07-08
8471521,1984-07-28
8471634,1983-03-02
8471657,1984-06-26
8471664,1985-09-17
8471669,1985-12-27
8471675,1987-08-07
8471676,1987-03-17
8471677,1987-01-13
8471678,1986-09-29
8471680,1987-01-01
8471681,1987-05-19
8471682,1987-01-01
8471685,1987-08-24
8471686,1987-01-13
8471691,1987-02-20
8471693,1987-02-10
8471697,1987-03-07
8471698,1986-12-23
8471699,1987-06-14
8471702,1986-12-06
8471703,1987-04-03
8471707,1987-09-03
8471709,1987-03-30
8471714,1987-08-07
8471716,1987-02-25
8471717,1986-10-12
8471718,1987-03-23
8471724,1987-04-24
8471729,1987-05-02
8471733,1987-04-25
8471735,1986-09-09
8471742,1987-08-08
8471743,1987-07-02
8471761,1986-10-27
8471766,1986-05-13
8471768,1987-02-14
8471769,1987-06-06
8471804,1987-07-24
8471807,1987-01-29
8471811,1986-09-30
8471817,1987-01-20
8471851,1986-10-23
8471856,1985-08-20
8471859,1987-03-20
8471868,1987-05-02
8471873,1986-08-01
8471887,1987-01-01
8471958,1984-04-29
8471976,1986-09-14
8472355,1984-09-01
8472368,1983-12-23
8472379,1982-07-19
8472382,1982-10-30
8473412,1987-11-12
8473419,1988-05-11
8473422,1987-10-31
8473426,1987-12-16
8473432,1986-12-20
8473446,1988-03-21
8473449,1988-04-16
8473453,1987-01-08
8473465,1988-08-05
8473466,1988-03-17
8473473,1988-06-07
8473482,1988-03-16
8473485,1987-10-30
8473492,1988-06-07
8473504,1987-11-18
8473507,1987-12-09
8473512,1988-01-12
8473514,1987-10-05
8473526,1988-04-14
8473533,1988-09-10
8473534,1988-06-02
8473536,1988-04-25
8473537,1986-01-17
8473542,1987-09-28
8473544,1987-09-22
8473546,1987-10-05
8473558,1988-06-01
8473563,1987-11-23
8473564,1988-02-17
8473568,1987-02-28
8473571,1988-02-25
8473573,1988-05-24
8473574,1988-02-19
8473579,1986-07-14
8473584,1986-09-07
8473592,1988-01-10
8473604,1988-04-29
8473618,1988-01-05
8473646,1983-08-03
8473673,1987-05-07
8473700,1987-02-03
8473932,1985-06-22
8473933,1984-02-20
8473942,1985-02-08
8473962,1985-09-08
8473970,1986-08-12
8473986,1989-09-14
8473991,1988-09-24
8473994,1989-07-18
8474001,1988-04-22
8474013,1989-02-21
8474034,1988-04-23
8474037,1989-05-04
8474040,1989-08-10
8474053,1989-03-28
8474056,1989-05-13
8474066,1989-02-08
8474068,1989-08-14
8474090,1989-02-08
8474091,1989-02-14
8474094,1988-06-01
8474095,1989-04-23
8474096,1988-09-19
8474098,1989-04-20
8474100,1989-07-05
8474102,1988-05-28
8474121,1989-02-12
8474125,1986-11-09
8474134,1988-09-23
8474137,1989-03-08
8474141,1988-11-19
8474149,1989-03-12
8474150,1989-03-17
8474151,1989-06-13
8474157,1988-11-20
8474161,1989-08-15
8474166,1987-07-26
8474189,1989-05-08
8474190,1988-08-26
8474218,1988-06-09
8474230,1986-03-30
8474250,1988-04-05
8474291,1985-10-16
8474498,1983-10-04
8474519,1986-01-24
8474520,1984-11-13
8474551,1983-10-06
8474563,1989-12-08
8474564,1990-02-07
8474565,1990-01-18
8474567,1990-07-15
8474568,1989-11-02
8474569,1989-10-20
8474570,1990-02-18
8474571,1989-12-16
8474573,1989-10-02
8474574,1990-02-01
8474578,1990-05-31
8474579,1990-01-30
8474584,1990-06-24
8474586,1990-05-15
8474588,1988-05-12
8474589,1989-10-06
8474590,1990-01-10
8474594,1990-01-15
8474600,1990-06-01
8474602,1990-07-06
8474612,1990-08-16
8474618,1990-02-23
8474641,1990-02-06
8474646,1990-03-22
8474673,1990-06-07
8474674,1990-03-24
8474679,1989-09-01
8474681,1990-05-30
8474685,1989-12-24
8474709,1989-05-08
8474716,1989-11-29
8474870,1990-07-29
8474884,1989-11-24
8475098,1986-03-19
8475105,1987-04-29
8475118,1984-07-20
8475119,1988-05-24
8475149,1990-10-06
8475155,1991-07-27
8475158,1991-02-07
8475160,1991-01-13
8475166,1990-09-20
8475167,1990-12-18
8475168,1991-01-16
8475169,1991-08-02
8475170,1991-08-22
8475171,1991-07-17
8475172,1990-10-06
8475174,1991-01-25
8475176,1991-01-03
8475177,1991-05-09
8475179,1990-10-29
8475180,1991-01-14
8475181,1991-03-20
8475184,1991-04-30
8475186,1990-11-19
8475188,1991-01-21
8475191,1991-04-01
8475193,1990-12-01
8475197,1991-07-26
8475200,1991-07-23
8475208,1991-09-06
8475209,1991-02-07
8475218,1990-05-24
8475220,1991-08-10
8475231,1991-02-27
8475233,1990-10-22
8475235,1991-02-22
8475279,1991-05-09
8475287,1991-03-23
8475314,1990-07-03
8475324,1990-09-21
8475343,1990-05-27
8475455,1990-11-13
8475462,1990-06-05
8475690,1989-12-20
8475692,1987-09-01
8475714,1991-09-25
8475718,1992-01-30
8475722,1992-01-16
8475726,1992-04-24
8475745,1992-03-02
8475752,1991-11-01
8475753,1992-03-20
8475754,1991-10-15
8475755,1992-03-03
8475760,1992-07-17
8475763,1992-05-08
8475764,1991-12-05
8475765,1991-12-13
8475768,1992-06-25
8475784,1992-05-16
8475786,1992-06-09
8475790,1992-01-07
8475791,1991-11-14
8475798,1992-02-26
8475799,1992-09-08
8475810,1992-05-11
8475842,1992-02-04
8475848,1992-05-06
8475855,1991-12-02
8475906,1992-08-14
8475913,1992-05-13
8476278,1993-03-28
8476292,1991-03-28
8476312,1991-10-07
8476331,1993-05-01
8476372,1993-06-03
8476374,1993-01-20
8476389,1993-07-11
8476392,1993-03-29
8476393,1993-07-20
8476399,1991-11-28
8476419,1992-11-11
8476422,1993-07-13
8476429,1992-10-14
8476432,1993-06-15
8476438,1992-10-27
8476441,1993-06-28
8476442,1992-11-05
8476448,1993-01-08
8476453,1993-06-17
8476454,1993-04-12
8476455,1992-11-23
8476456,1993-06-04
8476457,1992-11-12
8476458,1993-07-11
8476459,1993-04-18
8476460,1993-03-15
8476461,1992-12-07
8476462,1993-06-17
8476463,1993-07-12
8476467,1992-12-21
8476468,1993-03-14
8476469,1993-05-31
8476473,1993-03-26
8476474,1993-02-12
8476479,1993-02-24
8476480,1992-11-22
8476483,1993-05-05
8476525,1992-10-29
8476539,1990-12-27
8476624,1993-02-26
8476822,1989-04-28
8476826,1991-12-15
8476853,1994-03-09
8476854,1994-01-20
8476856,1994-07-25
8476869,1994-03-26
8476871,1992-08-10
8476872,1994-05-30
8476873,1994-09-13
8476874,1994-08-22
8476875,1994-02-27
8476878,1994-01-05
8476879,1993-12-21
8476880,1994-03-29
8476881,1993-11-12
8476882,1994-09-11
8476885,1994-02-26
8476887,1994-08-13
8476889,1994-01-09
8476891,1994-01-05
8476892,1993-05-12
8476897,1994-03-23
8476902,1994-05-23
8476905,1994-04-22
8476906,1993-04-20
8476917,1994-08-16
8476921,1992-07-25
8476923,1994-08-07
8476925,1993-11-05
8476927,1994-08-15
8476931,1993-10-12
8476952,1994-03-09
8476958,1994-05-01
8476960,1994-08-06
8476967,1994-01-06
8476979,1992-03-14
8476981,1994-05-07
8476988,1994-05-25
8476994,1994-04-03
8477015,1994-01-14
8477018,1993-04-20
8477021,1994-08-11
8477070,1994-07-29
8477073,1994-03-25
8477220,1991-07-16
8477244,1990-05-07
8477330,1995-08-21
8477346,1994-01-07
8477353,1995-03-10
8477365,1995-04-28
8477369,1994-07-27
8477380,1993-06-19
8477402,1995-04-17
8477404,1994-10-06
8477406,1992-12-08
8477407,1995-08-26
8477409,1995-08-14
8477416,1995-04-10
8477425,1995-09-13
8477426,1995-03-20
8477429,1994-07-08
8477435,1995-05-21
8477444,1995-02-09
8477446,1995-03-07
8477447,1995-08-03
8477450,1995-07-04
8477451,1994-09-20
8477454,1995-04-20
8477456,1995-04-08
8477476,1995-07-04
8477478,1994-12-20
8477479,1995-02-24
8477488,1994-11-15
8477492,1995-09-01
8477493,1995-09-02
8477494,1995-03-28
8477495,1994-10-03
8477496,1994-12-02
8477497,1994-10-12
8477498,1995-02-04
8477499,1994-10-27
8477500,1995-04-05
8477501,1995-03-04
8477503,1995-03-02
8477504,1995-03-28
8477505,1994-09-22
8477506,1994-10-06
8477507,1995-04-16
8477508,1995-02-02
8477511,1994-09-16
8477527,1994-02-18
8477573,1994-02-07
8477839,1992-06-08
8477845,1991-07-24
8477851,1992-06-25
8477903,1991-11-23
8477919,1993-05-01
8477930,1985-03-06
8477931,1992-09-01
8477932,1996-02-07
8477933,1995-11-06
8477934,1995-10-27
8477935,1996-06-20
8477938,1996-07-08
8477939,1996-05-01
8477940,1996-02-14
8477942,1996-07-22
8477946,1996-07-30
8477947,1996-05-12
8477948,1996-03-29
8477949,1996-05-10
8477950,1995-10-24
8477951,1996-02-23
8477952,1996-01-22
8477953,1996-07-23
8477955,1996-05-31
8477956,1996-05-25
8477960,1996-09-13
8477964,1995-12-14
8477969,1996-05-08
8477971,1996-01-21
8477979,1996-05-10
8477986,1994-04-11
8477987,1996-04-09
8477989,1996-02-02
8477996,1996-01-29
8477998,1996-04-01
8478010,1996-03-13
8478013,1996-02-20
8478020,1996-05-13
8478038,1994-02-21
8478042,1993-04-08
8478043,1995-03-06
8478046,1995-07-05
8478047,1995-09-17
8478055,1996-06-12
8478057,1996-05-15
8478062,1996-08-17
8478104,1996-06-17
8478109,1995-07-18
8478133,1996-06-02
8478136,1996-01-02
8478178,1996-02-28
8478211,1995-11-24
8478233,1996-04-04
8478366,1994-03-14
8478396,1997-01-25
8478397,1996-10-27
8478398,1996-12-09
8478399,1997-05-06
8478401,1997-04-06
8478402,1997-01-13
8478403,1996-10-28
8478407,1996-10-29
8478413,1997-02-16
8478414,1996-10-08
8478416,1997-05-28
8478420,1996-10-29
8478421,1996-12-14
8478424,1997-05-23
8478427,1997-07-26
8478434,1997-04-08
8478438,1997-04-28
8478439,1997-03-11
8478440,1997-03-07
8478443,1996-11-26
8478444,1997-02-25
8478445,1997-05-26
8478449,1996-11-17
8478458,1997-01-29
8478460,1997-07-19
8478462,1997-02-05
8478463,1997-06-08
8478468,1997-04-28
8478469,1997-01-30
8478472,1997-02-09
8478474,1997-06-23
8478483,1997-05-05
8478493,1997-01-29
8478498,1996-10-17
8478500,1997-01-13
8478507,1997-05-21
8478508,1997-01-13
8478519,1997-07-15
8478542,1993-07-28
8478550,1991-10-30
8478569,1991-12-01
8478831,1996-09-20
8478840,1996-12-19
8478851,1996-10-08
8478856,1996-03-11
8478859,1996-04-27
8478864,1997-04-26
8478873,1997-09-10
8478874,1996-10-03
8478882,1995-11-21
8478891,1996-01-15
8478904,1996-04-13
8478911,1995-03-01
8478970,1996-05-15
8478975,1995-06-18
8479066,1994-12-09
8479293,1991-12-31
8479314,1997-12-11
8479316,1997-12-04
8479318,1997-09-17
8479323,1998-02-17
8479324,1998-02-11
8479325,1997-12-21
8479336,1997-12-01
8479337,1997-12-18
8479343,1998-07-29
8479345,1998-03-31
8479351,1998-02-03
8479353,1998-03-29
8479359,1998-02-04
8479365,1998-02-11
8479368,1998-02-17
8479369,1998-03-17
8479370,1998-03-14
8479371,1998-06-20
8479372,1998-05-05
8479383,1998-06-18
8479385,1998-05-05
8479390,1998-02-18
8479393,1998-07-28
8479398,1998-05-12
8479400,1998-06-24
8479407,1998-07-30
8479410,1998-06-25
8479414,1997-12-06
8479420,1997-10-30
8479425,1997-11-02
8479442,1994-04-07
8479520,1997-05-22
8479525,1996-09-11
8479542,1998-08-27
8479543,1998-03-13
8479576,1996-05-29
8479591,1996-09-09
8479619,1996-05-19
8479638,1998-02-02
8479661,1997-05-29
8479671,1997-02-11
8479675,1995-03-31
8479944,1994-08-10
8479977,1998-09-29
8479980,1998-12-05
8479982,1998-09-18
8479983,1998-09-17
8479987,1998-07-20
8479992,1999-04-17
8479996,1999-04-01
8479998,1999-05-25
8479999,1998-11-22
8480001,1999-01-01
8480002,1999-01-04
8480003,1998-10-30
8480009,1999-04-22
8480012,1998-11-12
8480014,1999-08-16
8480015,1999-02-16
8480018,1999-08-10
8480023,1999-07-02
8480027,1999-07-22
8480028,1999-05-14
8480035,1999-06-17
8480036,1999-07-18
8480039,1999-01-15
8480043,1999-04-30
8480049,1999-01-24
8480058,1999-07-01
8480064,1999-05-05
8480068,1999-01-03
8480069,1998-10-30
8480073,1999-09-02
8480074,1999-09-13
8480078,1999-09-05
8480113,1993-12-21
8480144,1995-01-12
8480145,1995-07-29
8480185,1998-09-02
8480188,1999-08-25
8480192,1997-07-12
8480196,1997-11-18
8480208,1998-04-27
8480220,1999-02-05
8480246,1998-06-15
8480281,1999-06-25
8480289,1998-12-02
8480326,1994-04-23
8480336,1994-11-13
8480355,1999-03-11
8480434,1998-10-21
8480448,1999-05-14
8480459,1996-05-24
8480727,1996-11-28
8480748,1995-03-31
8480762,1995-06-14
8480796,1999-10-06
8480797,2000-02-25
8480798,1999-10-12
8480800,1999-10-14
8480801,1999-09-16
8480802,1999-09-21
8480803,1999-10-20
8480806,1999-11-06
8480807,2000-03-14
8480813,2000-01-13
8480817,2000-01-21
8480829,2000-07-06
8480830,2000-03-26
8480834,2000-05-23
8480835,2000-02-03
8480839,2000-04-13
8480840,2000-03-12
8480848,2000-07-21
8480849,2000-06-09
8480853,2000-02-04
8480855,2000-01-06
8480860,2000-06-27
8480865,2000-01-07
8480870,2000-02-06
8480873,2000-03-07
8480879,2000-06-30
8480887,2000-07-07
8480891,2000-01-13
8480893,2000-07-21
8480950,1994-04-06
8480980,1999-06-26
8480990,2000-01-12
8480995,1999-03-09
8481013,2000-07-16
8481028,1999-11-19
8481032,1999-11-16
8481043,1998-05-17
8481058,1999-10-03
8481068,1998-06-06
8481093,1999-01-06
8481122,1998-09-19
8481167,1999-08-23
8481178,2000-03-30
8481186,1996-08-14
8481237,1999-04-29
8481477,1995-05-03
8481481,1997-12-13
8481517,1999-04-30
8481522,2001-01-26
8481523,2001-01-21
8481524,2001-06-13
8481528,2001-02-09
8481532,2001-02-26
8481533,2001-03-20
8481535,2000-12-20
8481540,2001-01-02
8481542,2001-04-06
8481546,2001-01-05
8481553,2001-07-08
8481554,2001-02-13
8481556,2001-04-05
8481557,2001-04-05
8481559,2001-05-14
8481567,2001-03-12
8481568,2001-06-05
8481577,2001-07-28
8481580,2001-01-15
8481581,2001-08-19
8481582,2001-09-11
8481592,2001-03-07
8481596,2000-11-12
8481598,2001-06-25
8481600,2001-04-06
8481601,2001-05-24
8481604,2000-10-26
8481605,2001-01-09
8481606,2001-02-24
8481617,2001-06-24
8481618,2001-01-28
8481624,1994-10-10
8481641,1996-03-23
8481656,2001-01-06
8481704,2001-02-01
8481711,2000-10-14
8481716,2000-09-10
8481789,2001-04-30
8482055,1998-06-09
8482062,1995-10-28
8482070,1998-01-26
8482073,2001-09-20
8482074,2001-09-25
8482077,2001-09-23
8482078,2002-03-28
8482079,2001-09-23
8482087,2002-01-18
8482089,2002-03-29
8482092,2002-08-08
8482093,2002-02-01
8482095,2002-01-10
8482097,2001-09-19
8482105,2002-07-08
8482109,2001-10-11
8482110,2001-10-27
8482113,2001-10-03
8482116,2002-01-15
8482117,2002-05-17
8482122,2002-08-22
8482124,2002-08-19
8482125,2002-01-23
8482142,2002-04-08
8482145,2002-01-08
8482146,2002-02-21
8482148,2002-02-09
8482149,2002-01-01
8482155,2001-10-28
8482157,2002-02-05
8482159,2002-01-18
8482175,2002-01-14
8482177,2002-07-17
8482201,2001-01-16
8482245,1995-10-03
8482259,1996-06-15
8482451,2001-12-17
8482475,2001-02-01
8482476,2001-11-16
8482511,2001-01-17
8482655,2000-06-06
8482659,2002-02-01
8482660,2002-10-18
8482665,2002-11-05
8482667,2002-10-12
8482671,2002-11-22
8482679,2002-11-14
8482684,2003-09-09
8482699,2003-04-10
8482702,2003-02-26
8482705,2003-05-16
8482713,2002-11-15
8482720,2002-10-17
8482730,2003-02-09
8482737,2003-02-24
8482740,2003-05-14
8482742,2003-05-15
8482745,2003-01-30
8482762,2003-02-05
8482768,2003-04-05
8482803,2003-09-10
8482809,2003-08-03
8482858,2001-12-13
8482929,2001-02-02
8482964,2001-01-30
8483431,2004-05-04
8483445,2004-01-19
8483447,2004-05-05
8483457,2004-02-14
8483464,2004-04-08
8483466,2004-06-21
8483490,2003-11-25
8483493,2004-01-14
8483495,2004-02-15
8483515,2004-03-30
8483524,2004-01-05
8483565,1998-05-12
8483808,1996-02-04
8484144,2005-07-17
8484145,2005-05-12
8484153,2004-12-26
8484166,2004-10-12
8484227,2005-03-17
8484258,1998-07-27
8484304,1996-08-01
8484387,2004-12-09
8484801,2006-06-13
8484911,2002-09-21
8484958,1998-09-19
